BRA10477,Average=None,QualityFlag=FALSE,QualityValue=FALSE
DateTime,MP1\QFINAL,MP1\QCONTINUITY,MP1\QUANTITY
MM/dd/yyyy h:mm:ss tt,MGD,MGD,MGD
06/27/2024 01:00:00 AM,8.0743797,8.0743797,8.0743797
06/27/2024 02:00:00 AM,6.047806176,6.047806176,6.047806176
06/27/2024 03:00:00 AM,6.379511278,6.379511278,6.379511278
06/27/2024 04:00:00 AM,6.523939035,6.523939035,6.523939035
06/27/2024 05:00:00 AM,8.31595738,8.31595738,8.31595738
06/27/2024 06:00:00 AM,8.654616016,8.654616016,8.654616016
06/27/2024 07:00:00 AM,10.9987038,10.9987038,10.9987038
06/27/2024 08:00:00 AM,13.58936512,13.58936512,13.58936512
06/27/2024 09:00:00 AM,14.15301887,14.15301887,14.15301887
06/27/2024 10:00:00 AM,14.49539846,14.49539846,14.49539846
06/27/2024 11:00:00 AM,14.56047406,14.56047406,14.56047406
06/27/2024 12:00:00 PM,13.41689926,13.41689926,13.41689926
06/27/2024 01:00:00 PM,14.00941107,14.00941107,14.00941107
06/27/2024 02:00:00 PM,14.87638269,14.87638269,14.87638269
06/27/2024 03:00:00 PM,13.75866561,13.75866561,13.75866561
06/27/2024 04:00:00 PM,13.71513115,13.71513115,13.71513115
06/27/2024 05:00:00 PM,14.03612135,14.03612135,14.03612135
06/27/2024 06:00:00 PM,14.84301602,14.84301602,14.84301602
06/27/2024 07:00:00 PM,15.16465144,15.16465144,15.16465144
06/27/2024 08:00:00 PM,16.57093487,16.57093487,16.57093487
06/27/2024 09:00:00 PM,15.50308245,15.50308245,15.50308245
06/27/2024 10:00:00 PM,14.9749389,14.9749389,14.9749389
06/27/2024 11:00:00 PM,12.88535372,12.88535372,12.88535372
06/28/2024 12:00:00 AM,10.14554843,10.14554843,10.14554843
06/28/2024 01:00:00 AM,8.104977947,8.104977947,8.104977947
06/28/2024 02:00:00 AM,6.350357393,6.350357393,6.350357393
06/28/2024 03:00:00 AM,4.307386825,4.307386825,4.307386825
06/28/2024 04:00:00 AM,6.381656457,6.381656457,6.381656457
06/28/2024 05:00:00 AM,6.586822407,6.586822407,6.586822407
06/28/2024 06:00:00 AM,7.568422811,7.568422811,7.568422811
06/28/2024 07:00:00 AM,10.97952315,10.97952315,10.97952315
06/28/2024 08:00:00 AM,14.26768514,14.26768514,14.26768514
06/28/2024 09:00:00 AM,14.23126871,14.23126871,14.23126871
06/28/2024 10:00:00 AM,14.42977727,14.42977727,14.42977727
