"Selected(x)","Parent","Name","ObjectType","Template","AttributeValue"
"x","WASTEWATER\EST FLOW\CEDAR BAY\BLOUNT ISLAND BLVD - 9233","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\BLOUNT ISLAND BLVD - 9233","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","PADDLE BOAT LN - 3161","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\PADDLE BOAT LN - 3161","CMMS Asset ID","Attribute","","LS-001668"
"x","WASTEWATER\EST FLOW\MANDARIN\PADDLE BOAT LN - 3161","PI Tag","Attribute","","SOUTH:PAD3161"
"x","WASTEWATER\EST FLOW\MANDARIN\PADDLE BOAT LN - 3161","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\MANDARIN\PADDLE BOAT LN - 3161","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\PADDLE BOAT LN - 3161","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","HOGAN RD - 7551","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\HOGAN RD - 7551","CMMS Asset ID","Attribute","","LS-001092"
"x","WASTEWATER\EST FLOW\BUCKMAN\HOGAN RD - 7551","PI Tag","Attribute","","SOUTH:HOG7551"
"x","WASTEWATER\EST FLOW\BUCKMAN\HOGAN RD - 7551","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\HOGAN RD - 7551","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\BUCKMAN\HOGAN RD - 7551","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","TERRY RD - 6411","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\TERRY RD - 6411","CMMS Asset ID","Attribute","","LS-002262"
"x","WASTEWATER\EST FLOW\BUCKMAN\TERRY RD - 6411","PI Tag","Attribute","","SOUTH:TER6411"
"x","WASTEWATER\EST FLOW\BUCKMAN\TERRY RD - 6411","Wetwell Area","Attribute","","55.2"
"x","WASTEWATER\EST FLOW\BUCKMAN\TERRY RD - 6411","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\TERRY RD - 6411","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","EMERALD ISLE CIR W - 3454","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\EMERALD ISLE CIR W - 3454","CMMS Asset ID","Attribute","","LS-000839"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\EMERALD ISLE CIR W - 3454","PI Tag","Attribute","","SOUTH:EME3454"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\EMERALD ISLE CIR W - 3454","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\EMERALD ISLE CIR W - 3454","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\EMERALD ISLE CIR W - 3454","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","KINLOCK DR S - 5730","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\KINLOCK DR S - 5730","CMMS Asset ID","Attribute","","LS-001197"
"x","WASTEWATER\EST FLOW\BUCKMAN\KINLOCK DR S - 5730","PI Tag","Attribute","","NORTH:KIN5730"
"x","WASTEWATER\EST FLOW\BUCKMAN\KINLOCK DR S - 5730","Wetwell Area","Attribute","","144"
"x","WASTEWATER\EST FLOW\BUCKMAN\KINLOCK DR S - 5730","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\KINLOCK DR S - 5730","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","GATWICK CIR - 8860","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\GATWICK CIR - 8860","CMMS Asset ID","Attribute","","LS-000942"
"x","WASTEWATER\EST FLOW\BUCKMAN\GATWICK CIR - 8860","PI Tag","Attribute","","NORTH:GAT8860"
"x","WASTEWATER\EST FLOW\BUCKMAN\GATWICK CIR - 8860","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\GATWICK CIR - 8860","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\GATWICK CIR - 8860","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","SCOTT WOODS DR W - 8850","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\SCOTT WOODS DR W - 8850","CMMS Asset ID","Attribute","","LS-002025"
"x","WASTEWATER\EST FLOW\BUCKMAN\SCOTT WOODS DR W - 8850","PI Tag","Attribute","","NORTH:SCO8850"
"x","WASTEWATER\EST FLOW\BUCKMAN\SCOTT WOODS DR W - 8850","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\SCOTT WOODS DR W - 8850","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\SCOTT WOODS DR W - 8850","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","KNOLL DR W - 1140","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\KNOLL DR W - 1140","CMMS Asset ID","Attribute","","LS-001201"
"x","WASTEWATER\EST FLOW\SOUTHWEST\KNOLL DR W - 1140","PI Tag","Attribute","","WEST:KNO1140"
"x","WASTEWATER\EST FLOW\SOUTHWEST\KNOLL DR W - 1140","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\SOUTHWEST\KNOLL DR W - 1140","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\KNOLL DR W - 1140","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","103RD ST - 7960","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\103RD ST - 7960","CMMS Asset ID","Attribute","","LS-000033"
"x","WASTEWATER\EST FLOW\SOUTHWEST\103RD ST - 7960","PI Tag","Attribute","","WEST:1037960"
"x","WASTEWATER\EST FLOW\SOUTHWEST\103RD ST - 7960","Wetwell Area","Attribute","","78.5"
"x","WASTEWATER\EST FLOW\SOUTHWEST\103RD ST - 7960","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\103RD ST - 7960","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","SEBA ST - 1009","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\SEBA ST - 1009","CMMS Asset ID","Attribute","","LS-002028"
"x","WASTEWATER\EST FLOW\BUCKMAN\SEBA ST - 1009","PI Tag","Attribute","","WEST:SEB1009"
"x","WASTEWATER\EST FLOW\BUCKMAN\SEBA ST - 1009","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\SEBA ST - 1009","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\SEBA ST - 1009","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","ATLEE AVE - 5791","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\ATLEE AVE - 5791","CMMS Asset ID","Attribute","","LS-000214"
"x","WASTEWATER\EST FLOW\BUCKMAN\ATLEE AVE - 5791","PI Tag","Attribute","","WEST:ATL5791"
"x","WASTEWATER\EST FLOW\BUCKMAN\ATLEE AVE - 5791","Wetwell Area","Attribute","","78.5"
"x","WASTEWATER\EST FLOW\BUCKMAN\ATLEE AVE - 5791","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\ATLEE AVE - 5791","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","HODGES BLVD - 1705","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\HODGES BLVD - 1705","CMMS Asset ID","Attribute","","LS-001089"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\HODGES BLVD - 1705","PI Tag","Attribute","","EAST:HOD1705"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\HODGES BLVD - 1705","Wetwell Area","Attribute","","400"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\HODGES BLVD - 1705","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\HODGES BLVD - 1705","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","SAN PABLO RD S - 1700","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 1700","CMMS Asset ID","Attribute","","LS-002001"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 1700","PI Tag","Attribute","","EAST:SAN1700"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 1700","Wetwell Area","Attribute","","78.5"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 1700","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 1700","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","HICKORY CREEK BLVD - 368","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\HICKORY CREEK BLVD - 368","CMMS Asset ID","Attribute","","LS-001064"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\HICKORY CREEK BLVD - 368","PI Tag","Attribute","","EAST:HIC368"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\HICKORY CREEK BLVD - 368","Wetwell Area","Attribute","","78.5"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\HICKORY CREEK BLVD - 368","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\HICKORY CREEK BLVD - 368","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","NESTING SWALLOW DR - 981","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\NESTING SWALLOW DR - 981","CMMS Asset ID","Attribute","","LS-001522"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\NESTING SWALLOW DR - 981","PI Tag","Attribute","","EAST:NES981"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\NESTING SWALLOW DR - 981","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\NESTING SWALLOW DR - 981","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\NESTING SWALLOW DR - 981","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","32ND ST E - 94","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\32ND ST E - 94","CMMS Asset ID","Attribute","","LS-000005"
"x","WASTEWATER\EST FLOW\BUCKMAN\32ND ST E - 94","PI Tag","Attribute","","NORTH:32N94"
"x","WASTEWATER\EST FLOW\BUCKMAN\32ND ST E - 94","Wetwell Area","Attribute","","300"
"x","WASTEWATER\EST FLOW\BUCKMAN\32ND ST E - 94","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\32ND ST E - 94","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","STANFORD RD - 5621","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\STANFORD RD - 5621","CMMS Asset ID","Attribute","","LS-002190"
"x","WASTEWATER\EST FLOW\BUCKMAN\STANFORD RD - 5621","PI Tag","Attribute","","EAST:STA5621"
"x","WASTEWATER\EST FLOW\BUCKMAN\STANFORD RD - 5621","Wetwell Area","Attribute","","78.5"
"x","WASTEWATER\EST FLOW\BUCKMAN\STANFORD RD - 5621","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\STANFORD RD - 5621","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","J RAY CIR S - 5642","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\J RAY CIR S - 5642","CMMS Asset ID","Attribute","","LS-001142"
"x","WASTEWATER\EST FLOW\BUCKMAN\J RAY CIR S - 5642","PI Tag","Attribute","","SOUTH:JRA5642"
"x","WASTEWATER\EST FLOW\BUCKMAN\J RAY CIR S - 5642","Wetwell Area","Attribute","","100"
"x","WASTEWATER\EST FLOW\BUCKMAN\J RAY CIR S - 5642","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\BUCKMAN\J RAY CIR S - 5642","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","SALISBURY RD - 3650","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\SALISBURY RD - 3650","CMMS Asset ID","Attribute","","LS-001938"
"x","WASTEWATER\EST FLOW\BUCKMAN\SALISBURY RD - 3650","PI Tag","Attribute","","SOUTH:SAL3650"
"x","WASTEWATER\EST FLOW\BUCKMAN\SALISBURY RD - 3650","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\BUCKMAN\SALISBURY RD - 3650","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\SALISBURY RD - 3650","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","DEERWOOD PARK BLVD - 10440","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\DEERWOOD PARK BLVD - 10440","CMMS Asset ID","Attribute","","LS-000707"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\DEERWOOD PARK BLVD - 10440","PI Tag","Attribute","","SOUTH:DEE10440"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\DEERWOOD PARK BLVD - 10440","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\DEERWOOD PARK BLVD - 10440","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\DEERWOOD PARK BLVD - 10440","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","GATE PKWY N - 9731","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GATE PKWY N - 9731","CMMS Asset ID","Attribute","","LS-000931"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GATE PKWY N - 9731","PI Tag","Attribute","","SOUTH:GAT9731"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GATE PKWY N - 9731","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GATE PKWY N - 9731","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GATE PKWY N - 9731","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","CRAVEN RD W - 4425","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\CRAVEN RD W - 4425","CMMS Asset ID","Attribute","","LS-000645"
"x","WASTEWATER\EST FLOW\MANDARIN\CRAVEN RD W - 4425","PI Tag","Attribute","","SOUTH:CRA4425"
"x","WASTEWATER\EST FLOW\MANDARIN\CRAVEN RD W - 4425","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\MANDARIN\CRAVEN RD W - 4425","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\CRAVEN RD W - 4425","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","BEAUCLERC OAKS DR - 9456","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\BEAUCLERC OAKS DR - 9456","CMMS Asset ID","Attribute","","LS-000348"
"x","WASTEWATER\EST FLOW\MANDARIN\BEAUCLERC OAKS DR - 9456","PI Tag","Attribute","","SOUTH:BEA9456"
"x","WASTEWATER\EST FLOW\MANDARIN\BEAUCLERC OAKS DR - 9456","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\MANDARIN\BEAUCLERC OAKS DR - 9456","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\BEAUCLERC OAKS DR - 9456","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","OLD SUNBEAM RD - 3902","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\OLD SUNBEAM RD - 3902","CMMS Asset ID","Attribute","","LS-001644"
"x","WASTEWATER\EST FLOW\MANDARIN\OLD SUNBEAM RD - 3902","PI Tag","Attribute","","SOUTH:OLD3902"
"x","WASTEWATER\EST FLOW\MANDARIN\OLD SUNBEAM RD - 3902","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MANDARIN\OLD SUNBEAM RD - 3902","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\OLD SUNBEAM RD - 3902","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","SAN JOSE BLVD - 9614","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 9614","CMMS Asset ID","Attribute","","LS-001986"
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 9614","PI Tag","Attribute","","SOUTH:SAN9614"
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 9614","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 9614","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 9614","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","WRIGHTSON DR - 2658","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\WRIGHTSON DR - 2658","CMMS Asset ID","Attribute","","LS-002470"
"x","WASTEWATER\EST FLOW\MANDARIN\WRIGHTSON DR - 2658","PI Tag","Attribute","","SOUTH:WRI2658"
"x","WASTEWATER\EST FLOW\MANDARIN\WRIGHTSON DR - 2658","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MANDARIN\WRIGHTSON DR - 2658","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\WRIGHTSON DR - 2658","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","LAS VEGAS RD - 3640","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\LAS VEGAS RD - 3640","CMMS Asset ID","Attribute","","LS-001272"
"x","WASTEWATER\EST FLOW\MANDARIN\LAS VEGAS RD - 3640","PI Tag","Attribute","","SOUTH:LAS3640"
"x","WASTEWATER\EST FLOW\MANDARIN\LAS VEGAS RD - 3640","Wetwell Area","Attribute","","56.7"
"x","WASTEWATER\EST FLOW\MANDARIN\LAS VEGAS RD - 3640","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\LAS VEGAS RD - 3640","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","ST AUGUSTINE RD - 10680","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\ST AUGUSTINE RD - 10680","CMMS Asset ID","Attribute","","LS-002153"
"x","WASTEWATER\EST FLOW\MANDARIN\ST AUGUSTINE RD - 10680","PI Tag","Attribute","","SOUTH:STA10680"
"x","WASTEWATER\EST FLOW\MANDARIN\ST AUGUSTINE RD - 10680","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MANDARIN\ST AUGUSTINE RD - 10680","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\ST AUGUSTINE RD - 10680","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","SAN JOSE BLVD - 10859","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 10859","CMMS Asset ID","Attribute","","LS-001959"
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 10859","PI Tag","Attribute","","SOUTH:SAN10859"
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 10859","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 10859","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 10859","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","MARBLE EGRET DR - 10366","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\MARBLE EGRET DR - 10366","CMMS Asset ID","Attribute","","LS-001401"
"x","WASTEWATER\EST FLOW\MANDARIN\MARBLE EGRET DR - 10366","PI Tag","Attribute","","SOUTH:MAR10366"
"x","WASTEWATER\EST FLOW\MANDARIN\MARBLE EGRET DR - 10366","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MANDARIN\MARBLE EGRET DR - 10366","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\MARBLE EGRET DR - 10366","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","FLORIDA MINING BLVD S - 5521","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\FLORIDA MINING BLVD S - 5521","CMMS Asset ID","Attribute","","LS-000893"
"x","WASTEWATER\EST FLOW\MANDARIN\FLORIDA MINING BLVD S - 5521","PI Tag","Attribute","","SOUTH:FLO5521"
"x","WASTEWATER\EST FLOW\MANDARIN\FLORIDA MINING BLVD S - 5521","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\MANDARIN\FLORIDA MINING BLVD S - 5521","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\FLORIDA MINING BLVD S - 5521","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","GREENLAND RD - 4788","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\GREENLAND RD - 4788","CMMS Asset ID","Attribute","","LS-000985"
"x","WASTEWATER\EST FLOW\MANDARIN\GREENLAND RD - 4788","PI Tag","Attribute","","SOUTH:GRE4788"
"x","WASTEWATER\EST FLOW\MANDARIN\GREENLAND RD - 4788","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MANDARIN\GREENLAND RD - 4788","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\GREENLAND RD - 4788","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","YALDING DR - 11644","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\YALDING DR - 11644","CMMS Asset ID","Attribute","","LS-002471"
"x","WASTEWATER\EST FLOW\MANDARIN\YALDING DR - 11644","PI Tag","Attribute","","SOUTH:YAL11644"
"x","WASTEWATER\EST FLOW\MANDARIN\YALDING DR - 11644","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\MANDARIN\YALDING DR - 11644","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\YALDING DR - 11644","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","KUSAIE DR - 2044","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\KUSAIE DR - 2044","CMMS Asset ID","Attribute","","LS-001204"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\KUSAIE DR - 2044","PI Tag","Attribute","","EAST:KUS2044"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\KUSAIE DR - 2044","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\KUSAIE DR - 2044","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\KUSAIE DR - 2044","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","LUANA DR E - 2323","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\LUANA DR E - 2323","CMMS Asset ID","Attribute","","LS-001374"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\LUANA DR E - 2323","PI Tag","Attribute","","EAST:LUA2323"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\LUANA DR E - 2323","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\LUANA DR E - 2323","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\LUANA DR E - 2323","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","WALLE DR - 11955","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\WALLE DR - 11955","CMMS Asset ID","Attribute","","LS-002386"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\WALLE DR - 11955","PI Tag","Attribute","","EAST:WAL11955"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\WALLE DR - 11955","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\WALLE DR - 11955","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\WALLE DR - 11955","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","SANS PAREIL ST - 2987","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SANS PAREIL ST - 2987","CMMS Asset ID","Attribute","","LS-002016"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SANS PAREIL ST - 2987","PI Tag","Attribute","","EAST:SAN2987"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SANS PAREIL ST - 2987","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SANS PAREIL ST - 2987","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SANS PAREIL ST - 2987","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","CAPPER RD - 3327","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\CAPPER RD - 3327","CMMS Asset ID","Attribute","","LS-000515"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CAPPER RD - 3327","PI Tag","Attribute","","NORTH:CAP3327"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CAPPER RD - 3327","Wetwell Area","Attribute","","78.5"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CAPPER RD - 3327","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\CAPPER RD - 3327","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","HARTS RD - 12266","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\HARTS RD - 12266","CMMS Asset ID","Attribute","","LS-001028"
"x","WASTEWATER\EST FLOW\CEDAR BAY\HARTS RD - 12266","PI Tag","Attribute","","NORTH:HAR12266"
"x","WASTEWATER\EST FLOW\CEDAR BAY\HARTS RD - 12266","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\HARTS RD - 12266","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\HARTS RD - 12266","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","ALDEN RD - 11823","Element","_Liftstation",""
