"CMMS_ASSET_ID","STREET_NAME","STREET_NUMBER","PI_TAG"
"LS-004236","NEWTONIAN BLVD","11328","WWL:SOUTH:NEW11328"
"LS-004237","CODY CREEK CT","16683","WWL:NORTH:COD16683"
"LS-004246","VALLEY FALLS WAY","225","WWL:STJOHNS:VAL225"
"LS-004248","SAINT ELIZABETH WAY","372","WWL:STJOHNS:STE372"
"LS-004245","ANTHEM WAY","10481","WWL:SOUTH:ANT10481"
"LS-004244","HUDSON GROVE DR","2189","WWL:NORTH:HUD2189"
"LS-004243","BROOKWATER DR","13591","WWL:STJOHNS:BRO13591"
"LS-004242","WANING WAY","4965","WWL:SOUTH:WAN4965"
"LS-004241","CHERRY RIDGE DR","452","WWL:WEST:CHE452"
"LS-004240","FLOCO AVE","330","WWL:NASSAU:FLO330"
"LS-004239","TAN TARA TRL","1400","WWL:WEST:TAN1400"
"LS-004238","BURBANK AVE","424","WWL:STJOHNS:BUR424"
"LS-004235","DRIGGERS ST","7808","WWL:WEST:DRI7808"
"LS-004232","LATTICE CT","14604","WWL:NORTH:LAT14604"
"LS-004226","ALLEGIANCE PL","1910","WWL:WEST:ALL1910"
"LS-004249","FILAMENT BLVD","9878","WWL:SOUTH:FIL9878"
"LS-004250","ASSEMBLY ST","11245","WWL:SOUTH:ASS11245"
"LS-004247","HOLSINGER BLVD","13095","WWL:STJOHNS:HOL13095"
"BPS-004228","BRADLEY RD","10477","WWL:EAST:BRA10477B"
"LS-004252","BROWN BEAR RUN","1071","WWL:STJOHNS:BRO1071"
"LS-004251","KISTLERS RIDGE WAY","2293","WWL:WEST:KIS2293"
"LS-004253","MORNING BLUFF DR","6349","WWL:WEST:MOR6349"
"LS-004256","PASADENA DR","87","WWL:STJOHNS:PAS87"
"LS-004255","JUBILEE CIR","151","WWL:NASSAU:JUB151"
"LS-004254","SPRING GARDEN CT","3771","WWL:SOUTH:SPR3771"
"LS-004257","TERRAPIN CT","237","WWL:NORTH:TER237"
"LS-004258","FLORENCE JEAN DR","10503","WWL:SOUTH:FLO10503"
"LS-004260","ROSEMONT DR","26","WWL:STJOHNS:ROS26"
"LS-004261","RIBAULT SCENIC DR","2026","WWL:NORTH:RIB2026"
"LS-004262","EDGEWATER DR","65980","WWL:NASSAU:EDG65980"
"LS-004263","CYPRESS EDGE DR","29","WWL:STJOHNS:CYP29"
"LS-004264","STILLWATER BLVD","1177","WWL:STJOHNS:STI1177"
"LS-004265","MATILDA LN","436","WWL:EAST:MAT436"
"LS-004269","LACEBARK PINE LN","5211","WWL:SOUTH:LAC5211"
"LS-004266","SHELL RIDGE LN","166","WWL:STJOHNS:SHE166"
"LS-004267","TROUT TIDES BLVD","9731","WWL:NORTH:TRO9731"
"LS-004268","HELMSLEY BLVD","8299","WWL:WEST:HEL8299"
"LS-004259","CRAVEN RD","9833","WWL:SOUTH:CRA9833"
"LS-004270","PEACE RIVER RD","208","WWL:STJOHNS:PEA208"
"LS-004271","ABESS BLVD","11790","WWL:EAST:ABE11790"
"LS-004272","TRACKER ST","131","WWL:STJOHNS:TRA131"
"LS-004273","SAPP RD S","2410","WWL:NORTH:SAP2410"
"LS-004274","KATHERINE ST","95421","WWL:NASSAU:KAT95421"
"LS-004275","JONES RD","3766","WWL:WEST:JON3766"
"LS-004276","A1A N","292","WWL:STJOHNS:A1A292"
"LS-004277","DOMAIN DR","11229","WWL:SOUTH:DOM11229"
"LS-004278","BEE BALM LN","104","WWL:STJOHNS:BEE104"
"LS-004280","STORYBROOK PT","257","WWL:STJOHNS:STO257"
"LS-004279","WAMBAW DR","213","WWL:STJOHNS:WAM213"
"LS-004281","DUVAL RD","12921","WWL:NORTH:DUV12921"
"LS-004285","PEYTON PKWY E","155","WWL:STJOHNS:EAS155"
"LS-004282","ZOO PKWY","1511","WWL:NORTH:ZOO1511"
"LS-004283","COPPER RIDGE RD","7766","WWL:WEST:COP7766"
"LS-004284","PALM CREST DR","519","WWL:STJOHNS:PAL519"
"LS-004286","PRITCHARD RD","9909","WWL:WEST:PRI9909"
"LS-004287","BEACHWALK SHORE DR","160","WWL:STJOHNS:BEA160"
"LS-004288","RUSSIAN OLIVE RD","12488","WWL:NORTH:RUS12488"
"LS-004289","CURVED BAY TRL","450","WWL:STJOHNS:CUR450"
"LS-004290","HOLLOW BIRCH DR","5681","WWL:WEST:HOL5681"
"LS-004294","ISOTOPE CT","11063","WWL:SOUTH:ISO11063"
"LS-004291","SADLER TRACE WAY","2553","WWL:WEST:SAD2553"
"LS-004292","WILDLIGHT AVE","677","WWL:NASSAU:WIL677"
"LS-004293","BRIDGEWATER DR","75572","WWL:NASSAU:BRI75572"
"LS-004295","JACKS RD","5721","WWL:WEST:JAC5721"
"LS-004297","CEDAR SLOUGH DR","927","WWL:WEST:CED927"
"BPS-004296","ROBENA RD","3742","WWL:NORTH:ROB3742B"
"LS-004298","INDIGO DR","3512","WWL:EAST:IND3512"
"LS-004299","SIENNA PALM DR","181","WWL:STJOHNS:SIE181"
"LS-004300","STILLWATER BLVD","1860","WWL:STJOHNS:STI1860"
"LS-004302","WATERFIELD RD","10757","WWL:WEST:WAT10757"
"LS-004326","BENSON LAKE DR","10450","WWL:WEST:BEN10450"
"LS-004303","SANDY RIDGE LOOP","85025","WWL:NASSAU:SAN85025"
"LS-004306","FIERA VISTA DR","3202","WWL:EAST:FIE3202"
"LS-004305","CROSSTOWN BLVD","135","WWL:NASSAU:CRO135"
"LS-004304","SEAFORTH DR","160","WWL:STJOHNS:SEA160"
"LS-004307","BAYWINDS CT","30","WWL:STJOHNS:BAY30"
"LS-004308","CLARK RD","475","WWL:NORTH:CLA475"
"LS-004315","MIRAGE ST","6850","WWL:WEST:MIR6850"
"LS-004311","BRAZIL NUT CIR","85","WWL:NORTH:BRA85"
"LS-004312","GRAND PINE DR","12402","WWL:SOUTH:GRA12042"
"LS-004314","BOULDER LN","117","WWL:STJOHNS:BOU117"
"LS-004310","HARD PINE TRL","24","WWL:STJOHNS:HAR24"
"LS-004313","MORSE AVE","5450","WWL:WEST:MOR5450"
"LS-004317","HIGH FALLS DR","1391","WWL:WEST:HIG1391"
"LS-004316","PALOMAR DR","175","WWL:STJOHNS:PAL175"
"LS-004319","HYATT RD","14082","WWL:NORTH:HYA14082"
"LS-004318","STILLWOOD PINES BLVD","11761","WWL:SOUTH:STI11761"
"LS-004320","RIBAULT SCENIC DR","1661","WWL:NORTH:RIB1661"
"LS-004321","ACCOLADE AVE","280","WWL:STJOHNS:ACC280"
"LS-004323","PALM VALLEY RD","442","WWL:STJOHNS:PAL442"
"LS-004322","BELFORT LANDING DR","8518","WWL:SOUTH:BEL8518"
"LS-004324","MYRTLE OAK RD","6811","WWL:NORTH:MYR6811"
"LS-004325","WHELAN AVE","12706","WWL:NORTH:WHE12706"
"LS-004329","PERCY CREEK DR","12607","WWL:NORTH:PER12607"
"LS-004328","BAY LAKE DR","98","WWL:STJOHNS:BAY98"
"LS-004327","LUSSO LN","4640","WWL:SOUTH:LUS4640"
"LS-004331","TELLARO LN","5420","WWL:WEST:TEL5420"
"LS-004332","GOLDEN MONARCH AVE","6804","WWL:SOUTH:GOL6804"
"LS-004334","PARKLAND VIEW LN","12273","WWL:NORTH:PAR12273"
"LS-004336","BARTRAM COMMONS DR","5425","WWL:STJOHNS:BAR5425"
"LS-004337","SEAPORT BREEZE RD","127","WWL:STJOHNS:SEA127"
"LS-004340","LATIGO LN","9375","WWL:WEST:LAT9375"
"LS-004339","OAK PARK DR","34","WWL:STJOHNS:OAK34"
"LS-004335","PINE CHASE WAY","118","WWL:STJOHNS:PIN118"
"BPS-004333","ART WILSON LN","85008","WWL:NASSAU:ART85008B"
"LS-004338","ROBITZSCH LN","5825","WWL:WEST:ROB5825"
"LS-002439","WILLIAM MILLS ST","5800","WWL:NORTH:WIL5800"
"LS-004343","GOLD STAR FAMILY PKWY","1757","WWL:NORTH:GOL1757"
"LS-004342","GAP CREEK DR","336","WWL:STJOHNS:GAP336"
"LS-004345","BRIAR PATCH PL","5305","WWL:WEST:BRI5305"
"LS-004344","EDDINGTON WAY","81","WWL:STJOHNS:EDD81"
"LS-004346","CAMPHOR LNUREL LN","6450","WWL:NORTH:CAM6450"
"LS-004348","TARSUS CT","5540","WWL:EAST:TAR5540"
"LS-004350","SKINNER CENTURY LN","6877","WWL:SOUTH:SKI6877"
"LS-004353","HEALTH WALK WAY","840","WWL:EAST:HEA840"
"LS-004351","HORSEBIT CIR","8132","WWL:WEST:HOR8132"
"LS-004354","EPPLY DR","14293","WWL:NORTH:EPP14293"
"LS-004356","HAWKES MEADOW DR","8206","WWL:WEST:HAW8206"
"LS-004357","QUEENSGATE CIR","7303","WWL:NORTH:QUE7303"
"LS-004360","GREATFORD WAY","7811","WWL:NORTH:GRE7811"
"LS-004361","ROBERT MASTERS BLVD","11847","WWL:NORTH:ROB11847"
"LS-004362","HEMLOCK ST","4351","WWL:NORTH:HEM4351"
"LS-002295","TOWNSEND BLVD","3254","WWL:EAST:TOW3254"
"LS-004363","LUMINOUS AVE","322","WWL:STJOHNS:LUM322"
"LS-004364","HARMONIOUS LN","9110","WWL:WEST:HAR9110"
"LS-004365","CLAIBORNE LN","592","WWL:STJOHNS:CLA592"
"LS-000256","BAYMEADOWS CIR W","8115","WWL:SOUTH:BAY8115"
"LS-004367","KINGBIRD DR","405","WWL:STJOHNS:KIN405"
"LS-004369","OAKMOSS DR","436","WWL:STJOHNS:OAK436"
"LS-004371","MARE AVE","6317","WWL:WEST:MAR6317"
"LS-004372","CONFERENCE DR","5199","WWL:WEST:CON5199"
"LS-004374","SAILOR GROVE LN","744","WWL:WEST:SAI744"
"LS-004375","HEADSTREAM DR","141","WWL:STJOHNS:HEA141"
"LS-001192","KEY HAVEN BLVD","10800","WWL:NORTH:KEY10800-1"
"LS-004377","AIRCOUPE RD","13500","WWL:WEST:AIR13500"
"LS-004376","VICTORIA CREEK LN","5802","WWL:NORTH:VIC5802"
"LS-004380","JEWELSTONE LN","1331","WWL:WEST:JEW1331"
"LS-004381","EGRET BRANCH WAY","902","WWL:NORTH:EGR902"
"LS-004382","CORBETT ST","2456","WWL:NORTH:COR2456"
"LS-004386","Copper Mallard Pl","12234","WWL:WEST:COP12234"
"LS-004385","SCHOOLMARM ST","3246","WWL:NORTH:SCH3246"
"LS-004388","MCMASTER DR","15207","WWL:NORTH:MCM15207"
"LS-004387","FABIUS WAY","12755","WWL:NORTH:FAB12755"
"LS-004392","CRAWFORDS COVE CIR","3025","WWL:SOUTH:CRA3025"
"LS-004401","PEPPERVINE WAY","533","WWL:NASSAU:PEP533"
"LS-004402","SANDHILL CROSSING RD","595","WWL:NORTH:SAN595"
"LS-000966","GOOD NEIGHBOR TRL","12429","WWL:EAST:GOO12429"
"LS-001701","PEREGRINE CT","132","WWL:EAST:PER132"
"LS-000609","COLLINS RIDGE BLVD N","8529","WWL:WEST:COL8529"
"LS-001670","PALL MALL DR","3580","WWL:SOUTH:PAL3580"
"LS-002183","ST JOSEPHS RD","11604","WWL:SOUTH:STJ11604"
"LS-002308","TROPIC EGRET DR","13383","WWL:EAST:TRO13383"
"LS-000018","A C SKINNER PKWY","7200","WWL:SOUTH:ACS7200"
"LS-002204","STONEBRIDGE DR W","11866","WWL:SOUTH:STO11866"
"LS-001067","HICKSON RD","5940","WWL:EAST:HIC5940"
"LS-000013","5TH ST W","2809","WWL:NORTH:5TH2809"
"LS-001324","LENOX AVE","7702","WWL:WEST:LEN7696"
"LS-002359","UTAH AVE","2045","WWL:EAST:UTA2045"
"LS-000733","DOLOMA ST","1711","WWL:WEST:DOL1711"
"LS-001466","MINER RD","85537","WWL:NASSAU:MIN85537"
"LS-001951","SAN FERNANDO RD","2731","WWL:SOUTH:SAN2731"
"LS-000088","ALIZON ST","907","WWL:STJOHNS:ALI907"
"LS-000080","KITTY HAWK RD","2491","WWL:NORTH:AIRA"
"LS-001824","QUEENS HARBOR BLVD","581","WWL:EAST:QUE581"
"LS-003209","TIMBERCREEK BLVD","76706","WWL:NASSAU:TIM76706"
"LS-003967","MAX LEGGETT PKWY","15171","WWL:NORTH:MAX15171"
"LS-004073","WILDLIGHT AVE","255","WWL:NASSAU:WIL255"
"LS-004111","HAWKS HILL LN E","3161","WWL:SOUTH:HAW3161"
"LS-004220","ENCLAVE RD","1708","WWL:EAST:ENC1708"
"LS-004309","ALPINE ASTER RD","9036","WWL:SOUTH:ALP9036"
"LS-004341","WILDWORKS AVE","444","WWL:NASSAU:WIL444"
"LS-004383","HEADWATERS DR","86219","WWL:NASSAU:HEA86219"
"LS-004389","JURY BOX CIR","111","WWL:NASSAU:JUR111"
"LS-004390","CYPRESS MEADOWS RD","9578","WWL:WEST:CYP9578"
"LS-004403","TIDAL VISTA WAY","258","WWL:STJOHNS:TID258"
"LS-004404","HOPPER PL","5811","WWL:WEST:HOP5811"
"LS-004405","ARROW LN","5508","WWL:WEST:ARR5508"
"LS-004407","OMNI DR","10070","WWL:WEST:OMN10070"
