"CMMS_ASSET_ID","STREET_NAME","STREET_NUMBER","PI_TAG"
"LS-002369","VIA DE LN REINA","3431","WWL:SOUTH:VIA3431"
"LS-001685","PARKLAND RD","13437","WWL:WEST:PAR13437"
"LS-000250","BAYMEADOWS CIR W","7640","WWL:SOUTH:BAY7640"
"LS-001207","LA VISTA CIR","4181","WWL:SOUTH:LAV4181"
"LS-001874","RICKER RD","5115","WWL:WEST:RIC5115"
"LS-000251","BAYMEADOWS CIR W","7836","WWL:SOUTH:BAY7836"
"LS-000932","GATE PKWY N","9898","WWL:SOUTH:GAT9898"
"LS-001270","LAS PALMAS WAY","7600","WWL:SOUTH:LAS7600"
"LS-001613","OAK WATER DR","2034","WWL:EAST:OAK2034"
"LS-000858","FAWN BROOK DR","9748","WWL:SOUTH:FAW9748"
"LS-001177","KENISTON LN","3214","WWL:EAST:KEN3214"
"LS-001485","MONUMENT  RD","1453","WWL:EAST:MON1453"
"LS-001950","SAN CLERC RD","4241","WWL:SOUTH:SAN4241"
"LS-000249","BAYLEAF RD","8751","WWL:SOUTH:BAY8751"
"LS-001206","LA VACA RD","2004","WWL:SOUTH:LAV2004"
"LS-000760","DUPONT AVE","3701","WWL:SOUTH:DUP3701"
"LS-000790","EDENFIELD RD","5710","WWL:EAST:EDE5710"
"LS-000964","GOLF COURSE DR","5219","WWL:EAST:GOL5219"
"LS-001094","HOLLY GROVE AVE","3655","WWL:SOUTH:HOL3655"
"LS-001952","SAN FERNANDO PL","7019","WWL:SOUTH:SAN7019"
"LS-000914","FT CAROLINE LAKES DR","11610","WWL:EAST:FTC11610"
"LS-000936","GATE PKWY W","8153","WWL:SOUTH:GAT8153"
"LS-000247","BAYBERRY RD","7999","WWL:SOUTH:BAY7999"
"LS-002014","SANDY SHORES DR","3824","WWL:EAST:SAN3824"
"LS-002032","SEGOVIA AVE","2337","WWL:SOUTH:SEG2337"
"LS-000730","DIX ELLIS TRL","8200","WWL:SOUTH:DIX8200"
"LS-000909","FREEDOM CROSSING TRL","8585","WWL:SOUTH:FRE8585"
"LS-000668","CYPRESS GREEN DR","9147","WWL:SOUTH:CYP9147"
"LS-001057","HERNANDO RD","7309","WWL:SOUTH:HER7309"
"LS-002107","SOUTHSIDE BLVD","7932","WWL:SOUTH:SOU7932"
"LS-000856","FALCON ST","7961","WWL:WEST:FAL7961"
"LS-002255","TAMPICO RD","5957","WWL:WEST:TAM5957"
"LS-000738","DUCHENEAU DR","4807","WWL:WEST:DUC4807"
"LS-002077","SMULLIAN TRL S","2301","WWL:SOUTH:SMU2301"
"LS-002043","SHAWNEE SHORES DR","3667","WWL:EAST:SHA3667"
"LS-002108","SOUTHSIDE BLVD","7992","WWL:SOUTH:SOU7992"
"LS-001096","HOLLY OAKS RAVINE DR","1945","WWL:EAST:HOL1945"
"LS-001813","PRINCETON SQUARE BLVD W","8331","WWL:SOUTH:PRI8331"
"LS-001806","PRAVER DR E","7742","WWL:SOUTH:PRA7742"
"LS-000908","FREEDOM CROSSING TRL","8352","WWL:SOUTH:FRE8352"
"LS-001980","SAN JOSE BLVD","8520","WWL:SOUTH:SAN8520"
"LS-000546","CESPERDES AVE","8156","WWL:SOUTH:CES8156"
"LS-000589","CLEVELAND RD","6050","WWL:NORTH:CLE6050"
"LS-000941","GATES ST","826","WWL:NORTH:GAT826"
"LS-001754","PICKETT ST","7605","WWL:NORTH:PIC7605"
"LS-002413","WESTERN WAY","8533","WWL:SOUTH:WES8533"
"LS-001628","OLD KINGS RD S","8153","WWL:SOUTH:OLD8153"
"LS-000261","BAYMEADOWS WAY W","8800","WWL:SOUTH:BAY8000"
"LS-001355","LONE STAR RD","10400","WWL:EAST:LON10400"
"LS-001440","MELVIN RD","7619","WWL:WEST:MEL7619"
"LS-000904","FOURAKER RD","3710","WWL:WEST:FOU3710"
"LS-000562","CHERRY LAKE DR E","14467","WWL:STJOHNS:CHE14467"
"LS-000981","GREEN POND DR","6123","WWL:STJOHNS:GRE6123"
"LS-001487","MONUMENT RD","1701 ","WWL:EAST:MON1701"
"LS-000481","BROOKVIEW DR N","38","WWL:EAST:BRO38"
"LS-000959","GLYNLEA RD","1295","WWL:EAST:GLY1295"
"LS-000792","EDGEWATER CROSSING DR","4401","WWL:SOUTH:EDG4401"
"LS-001218","LAKE LUGANO DR","6195","WWL:SOUTH:LAK6195"
"LS-002410","WESTERN LAKE DR","8652","WWL:SOUTH:WES8652"
"LS-001484","MONUMENT RD","1154","WWL:EAST:MON1154"
"LS-000673","D ST","2560","WWL:NORTH:DST2560"
"LS-002111","SOUTHSIDE BLVD","9000","WWL:SOUTH:SOU9000"
"LS-002098","SOUTHSIDE BLVD","10300","WWL:SOUTH:SOU10300"
"LS-000901","FORTUNE PKWY","10320","WWL:SOUTH:FOR10320"
"LS-001434","MC LAURIN RD E","10577","WWL:SOUTH:MCL10577"
"LS-000672","D ST","2415","WWL:NORTH:DST2415"
"LS-002223","SUGAR MEADOW TRL","9237","WWL:SOUTH:SUG9237"
"LS-001709","PHILIPS HWY","10200","WWL:SOUTH:PHI10200"
"LS-001499","MORSE AVE","6101","WWL:WEST:MOR6101"
"LS-000085","ALEXANDRA DR","12193","WWL:NORTH:ALE12193"
"LS-000650","CREEKWOOD DR","11035","WWL:SOUTH:CRE11035"
"LS-002206","STRAWFLOWER PL","6101","WWL:NORTH:STR6101"
"LS-000960","GLYNLEA RD","657","WWL:EAST:GLY657"
"LS-001268","LANTANA AVE","2538","WWL:NORTH:LAN2538"
"LS-000916","FT CAROLINE RD","11434","WWL:EAST:FTC11434"
"LS-001176","KENDALL TOWN BLVD","9687","WWL:EAST:KEN968"
"LS-001698","PEELER RD","3475","WWL:EAST:PEE3475"
"LS-001095","FT CAROLINE RD","9846","WWL:EAST:FTC9846"
"LS-000303","BEACH BLVD","14380","WWL:EAST:BEA14380"
"LS-001558","NEW WORLD AVE","5589","WWL:WEST:NEW5589"
"LS-000305","BEACH BLVD","14750","WWL:EAST:BEA14750"
"LS-002419","WHEELER AVE","4801","WWL:WEST:WHE4801"
"LS-001683","PARK ST","4815","WWL:WEST:PAR4815"
"LS-002271","TIDES EDGE PL","125-A","WWL:STJOHNS:TID125"
"LS-001003","HAMILTON ST","1396","WWL:WEST:HAM1396"
"LS-001410","MARSH HAMMOCK DR E","4790","WWL:EAST:MAR4790"
"LS-000855","FAITH MEMORIAL DR","711","WWL:WEST:FAI711"
"LS-000895","FOGGY VEIL CT","3757","WWL:EAST:FOG3757"
"LS-001412","MARSH ISLAND LN","14657","WWL:EAST:MAR14657"
"LS-002311","TURTLE BAY LN","85","WWL:STJOHNS:TUR199A"
"LS-000595","COASTAL VIEW DR","3660","WWL:EAST:COA3660"
"LS-002006","SAN PABLO RD S","4467","WWL:EAST:SAN4467"
"LS-001166","JOSE VEDRA BLVD","14450","WWL:EAST:JOS14450"
"LS-002187","STACEY RD","14463","WWL:EAST:STA14463"
"LS-001903","ROBERTS RD","687","WWL:STJOHNS:ROB687"
"LS-000706","DEERWOOD CIR N","908","WWL:NORTH:DEE908"
"LS-000104","ANDERSON WOODS DR","4172","WWL:NORTH:AND4172"
"LS-001462","MILLCOE RD","1400","WWL:EAST:MIL1400"
"LS-000536","CEDAR ISLAND DR","14600","WWL:EAST:CED14600"
"LS-000646","CREEK BEND RD","1217","WWL:STJOHNS:CRE1217"
"LS-001134","INTERNATIONAL VILLAGE DR","8083","WWL:EAST:INT8083"
"LS-001611","OAKLAWN RD","11487","WWL:NORTH:OAK11487"
"LS-002375","VILLAGE GREEN AVE","155","WWL:STJOHNS:VIL155"
"LS-000666","CUNNINGHAM ESTATES RD","1502","WWL:STJOHNS:CUN1502"
"LS-000448","BOWDEN RD","6817","WWL:SOUTH:BOW6817"
"LS-001164","JONES CREEK DR","1143","WWL:EAST:JON1143"
"LS-001384","MALLARD LANDING BLVD N","1353","WWL:STJOHNS:MAL1353"
"LS-000582","CLAPBOARD CREEK DR","5204","WWL:NORTH:CLA5204"
"LS-000533","CATTLE CROSSING WAY","5503","WWL:NORTH:CAT5503"
"LS-002192","STARDUST CT","2722","WWL:EAST:STA2722"
"LS-002465","WOODLEIGH DR W","2014","WWL:EAST:WOO2014"
"LS-001010","NORTH HAMPTON CLUB WAY","862870","WWL:NASSAU:HAM862870"
"LS-002464","WOODLEIGH DR W","1820","WWL:EAST:WOO1820"
"LS-000379","BERT RD","1044","WWL:EAST:BER1044"
"LS-001877","RICKER RD","6226","WWL:WEST:RIC6226"
"LS-002092","SOUTHERN GROVE DR","110","WWL:STJOHNS:SOU110"
"LS-001486","MONUMENT RD","1500","WWL:EAST:MON1500"
"LS-001493","MORET DR S","6600","WWL:WEST:MOR6600"
"LS-000519","CARLOTTA RD N","8043","WWL:EAST:CAR8043"
"LS-002296","TOWNSEND RD","5900","WWL:WEST:TOW5900"
"LS-000520","CARLOTTA RD W","900","WWL:EAST:CAR900"
"LS-000026","103RD ST","6650","WWL:WEST:1036650"
"LS-000929","GARRISON DR","1101","WWL:STJOHNS:GAR1101"
"LS-001784","PLYMOUTH ST","4616","WWL:WEST:PLY4616"
"LS-001100","HOMARD BLVD N","10220","WWL:EAST:HOM10220"
"LS-002084","SOUTH HAMPTON CLUB WAY","255","WWL:STJOHNS:SOU265"
"LS-001424","MCCORMICK RD","11803","WWL:EAST:MCC11803"
"LS-001015","HANSON DR N","6927","WWL:WEST:HAN6927"
"LS-001452","MERRILL RD","7732","WWL:EAST:MER7732"
"LS-002468","WOOLERY DR","2512","WWL:EAST:WOO2512"
"LS-000638","COUNTY RD 210","2283","WWL:STJOHNS:COU2283"
"LS-001598","NORSE DR","6247","WWL:WEST:NOR6247"
"LS-000122","ARLEX DR S","6912","WWL:EAST:ARL6912"
"LS-001420","MAYAPPLE RD E","2530","WWL:EAST:MAY2530"
"LS-000994","GREGORY DR","7844","WWL:WEST:GRE7844"
"LS-000712","DEL WEBB PKWY","9092","WWL:SOUTH:DEL9092"
"LS-002191","STANTON HILLS DR","10653","WWL:WEST:STA10653"
"LS-000222","AYRSHIRE ST E","12621","WWL:NORTH:AYS12621"
"LS-001797","PORTER LAKES DR","1527","WWL:NORTH:POR1527"
"LS-000617","COMMODORE POINT DR","96485","WWL:NASSAU:COM96485"
"LS-001058","HERON ISLES PKWY","96289","WWL:NASSAU:HER96288"
"LS-001211","LAKE BEND CIR","11845","WWL:NORTH:LAK11845"
"LS-002341","UNIVERSITY BLVD N","3518","WWL:EAST:UNI3518"
"LS-002047","SHEPARD ST","2280","WWL:EAST:SHE2280"
"LS-002905","LEXINGTON PARK BLVD","15648","WWL:NORTH:LEX15648"
"LS-002325","UNIVERSITY BLVD N","1829","WWL:EAST:UNI1829"
"LS-000758","DUNN AVE","6678","WWL:NORTH:DUN6678"
"LS-000724","DIGBY LN","6671","WWL:NORTH:DIG6671"
"LS-002294","TOWN CENTER PKWY","4522","WWL:SOUTH:TOW4522"
"LS-001311","LEM TURNER RD","9495","WWL:NORTH:LEM9495"
"LS-001899","ROBERT MASTERS BLVD","11355","WWL:NORTH:ROB11355"
"LS-000851","ETHEL RD","16536","WWL:NORTH:ETH16536"
"LS-001479","MONROE FOREST DR","5001","WWL:SOUTH:MON5001"
"LS-001654","ORTEGA HILLS DR","4959","WWL:WEST:ORT4959"
"LS-000598","COLE FLYER RD","2111","WWL:NORTH:COL2111"
"LS-000988","GREENLAND RD","5663","WWL:SOUTH:GRE5663"
"LS-000984","GREENLAND CHASE BLVD","6593","WWL:SOUTH:GRE6593"
"LS-000243","BATTLE GATE RD","6263","WWL:SOUTH:BAT6263"
"LS-002142","SR 9 (I-95 WELCOME CENTER)","2597","WWL:NASSAU:STA2597"
"LS-001329","LEO MAGUIRE PKWY","9400","WWL:STJOHNS:LEO9400"
"LS-000217","AUSTIN CREEK RD","2152","WWL:NORTH:AUS2152"
"LS-000538","CENTERWOOD CT","10446","WWL:NORTH:CEN10446"
"LS-000507","CAMPUS HEIGHTS LN","11022","WWL:NORTH:CAM11022"
"LS-000691","DAWSONS CREEK DR","7839","WWL:WEST:DAW7839"
"LS-000537","CEDAR POINT RD","3881","WWL:NORTH:CED3881"
"LS-001616","OAKLEAF PLANTATION PKWY","785","WWL:WEST:OAK785-2"
"LS-001617","OAKLEAF PLANTATION PKWY","786","WWL:WEST:OAK786"
"LS-002195","STARRATT RD","2951","WWL:NORTH:STA2951"
"LS-000099","ECO RD","4172","WWL:EAST:ECO4172"
"LS-001906","ROGERO RD","2037","WWL:EAST:ROG2037"
"LS-000112","ARBOR LAKE DR","12026","WWL:EAST:ARB12026"
"LS-001445","MERCHANTS WAY","8446","WWL:WEST:MER8446"
"LS-000111","ARBOR LAKE DR","11867","WWL:EAST:ARB11867"
"LS-001905","ROGERO RD","1807","WWL:EAST:ROG1807"
"LS-002336","UNIVERSITY BLVD N","905","WWL:EAST:UNI905"
"LS-000545","CESERY BLVD","955","WWL:EAST:CES955"
"LS-001692","PEBBLE BROOK CIR","3826","WWL:WEST:PEB3826"
"LS-001658","OTTER RUN DR","96515","WWL:NASSAU:OTT96515"
"LS-001413","MARSH LAKES DR","96135","WWL:NASSAU:MAR96135"
"LS-001212","LAKE FRETWELL ST","13433","WWL:WEST:LAK13433"
"LS-003081","LAKE FRETWELL ST","13714","WWL:WEST:LAK13714"
"LS-001827","R G SKINNER PKWY","9174","WWL:SOUTH:RGS9174"
"LS-002152","SR 200 (ABC LIQUORS)","474572","WWL:NASSAU:STA474572"
"LS-002272","TIMBER CREEK BLVD","76441","WWL:NASSAU:TIM76437"
"LS-001559","NEW WORLD AVE","5987","WWL:WEST:NEW5987"
"LS-001271","LAS ROBIDA DR","939","WWL:EAST:LAS939"
"LS-000952","GLEN ECHO RD","1012","WWL:EAST:GLE1012"
"LS-000133","ARLINGTON EXPY","7837","WWL:EAST:ARL7837"
"LS-000461","BRIDGE CREEK DR N","268","WWL:STJOHNS:BRI268"
"LS-001273","L'ATRIUM CIR N","2320","WWL:STJOHNS:LAT2320"
"LS-000982","GREENBRIAR RD","554","WWL:STJOHNS:GRE554"
"LS-000874","FIDDLERS HAMMOCK LN","3231","WWL:STJOHNS:FID3231"
"LS-002034","SENECA DR","2691","WWL:STJOHNS:SEN2691"
"LS-001516","NASSAU PL","96091","WWL:NASSAU:NAS96091"
"LS-000134","ARLINGTON EXPY","8052","WWL:EAST:ARL8052"
"LS-000656","CROSSOVER ST","13451","WWL:WEST:CRO13541"
"LS-000130","ARLINGTON EXPY","6233","WWL:EAST:ARL6233"
"LS-001686","PARKRIDGE CIR S","8132","WWL:EAST:PAR8132"
"LS-001277","LEMASTER DR","536","WWL:STJOHNS:LEM536"
"LS-002026","SEA WINDS LN","20","WWL:STJOHNS:SEA20"
"LS-000944","GENE LASSERRE BLVD","86440","WWL:NASSAU:GEN86440"
"LS-000380","BERT RD","833","WWL:EAST:BER833"
"LS-001997","SAN JUAN DR","89","WWL:STJOHNS:SAN89"
"LS-002008","SAND CASTLE DR","7","WWL:STJOHNS:SAN7"
"LS-000675","BREVE DR","3211","WWL:NORTH:BRE3211"
"LS-001794","PONTE VEDRA BLVD","651","WWL:STJOHNS:PON651"
"LS-001666","PABLO RD","70-A","WWL:STJOHNS:PAB70A"
"LS-001793","PONTE VEDRA BLVD","612","WWL:STJOHNS:PON612"
"LS-000123","ARLINGTON RD","1090","WWL:EAST:ARL1090"
"LS-000369","BELAIR RD S","3002","WWL:EAST:BEL3002"
"LS-000132","ARLINGTON EXPY","7528","WWL:EAST:ARL7528"
"LS-002432","WILLIAM BURGESS BLVD","76352","WWL:NASSAU:WIL76352"
"LS-000653","CRESTLINE DR","6501","WWL:EAST:CRE6501"
"LS-000647","CREEK POINT BLVD","1397","WWL:NORTH:CRE1397"
"LS-001375","LUEDERS AVE","7709","WWL:NORTH:LEU7709"
"LS-000958","GLENWOOD AVE","4604","WWL:WEST:GLE4604"
"LS-001020","HARRINGTON PARK DR","1511","WWL:EAST:HAR1511"
"LS-001411","MARSH HARBOR DR N","13708","WWL:EAST:MAR13708"
"LS-000120","ARGYLE FOREST BLVD","9526","WWL:WEST:ARG9526"
"LS-002137","STATE RD 13 N","450","WWL:STJOHNS:STA450"
"LS-000559","CHARTER CT","13645","WWL:EAST:CHA13645"
"LS-001826","QUEENS ISLAND CT","1207","WWL:EAST:QUE1207"
"LS-001825","QUEENS HARBOR BLVD","1145","WWL:EAST:QUE1145"
"LS-001812","PRINCESS KELLY DR","13560","WWL:EAST:PRI13560"
"LS-001894","RIVERVIEW DR","13862","WWL:EAST:RIV13862"
"LS-002057","SHIPWATCH DR E","673","WWL:EAST:SHI673"
"LS-001432","MCGIRTS POINT BLVD","1895","WWL:WEST:MCG1895"
"LS-002058","SHIPWATCH DR E","791","WWL:EAST:SHI791"
"LS-002056","SHIPWATCH DR E","1161","WWL:EAST:SHI1161"
"LS-002895","WINDSOR DR","96124","WWL:NASSAU:WIN96124"
"LS-001823","QUEENS HARBOR BLVD","225","WWL:EAST:QUE225"
"LS-000915","FT CAROLINE RD","10797","WWL:EAST:FTC10797"
"LS-002186","ST JOHNS PKWY","2084","WWL:STJOHNS:STJ2084"
"LS-000600","COLLINS GROVE RD","7837","WWL:SOUTH:COL7837"
"LS-000714","DELFINO DR","1248","WWL:EAST:DEL1248"
"LS-002149","STATE RD 200","463785","WWL:NASSAU:STA463785"
"LS-000575","CHUCKWAGON TRL","15361","WWL:WEST:CHU15361"
"LS-000774","DUVAL STATION RD","500","WWL:NORTH:DUV500"
"LS-001838","RAMONA BLVD","6800","WWL:WEST:RAM6800"
"LS-002472","YELLOW BILL LN","122","WWL:STJOHNS:YEL122"
"LS-002048","SHERMAN HILLS PKWY","4682","WWL:WEST:SHE4672"
"LS-000100","AMARYLLIS CT","85111","WWL:NASSAU:AMA85111"
"LS-002909","SHADEHILL RD","6051","WWL:STJOHNS:SHA6051"
"LS-001817","PULASKI RD","12321","WWL:NORTH:PUL12321"
"LS-000890","FLORA PARKE BLVD","23874","WWL:NASSAU:FLO23874"
"LS-001345","GRANDVIEW MNR","28976 ","WWL:NASSAU:GRA28976"
"LS-003274","LIGHTVIEW LN","3687","WWL:EAST:LIG3687"
"LS-002215","SUB CHASER CT","4602","WWL:WEST:SUB4602"
"LS-002259","WEST TEAGUE BAY DR","28","WWL:STJOHNS:WES28"
"LS-003110","ST THOMAS ISLAND PKWY","1397","WWL:STJOHNS:STT1397"
"LS-002374","VILLA SOVANA CT","138","WWL:STJOHNS:VIL138"
"LS-002185","ST THOMAS  ST","85001","WWL:NASSAU:STT85001"
"LS-003355","BARTRAM PARK BLVD","14531","WWL:STJOHNS:BAR14531"
"LS-003356","BARTRAM PARK BLVD","14802","WWL:STJOHNS:BAR14802"
"LS-002205","STONEY DR","96263","WWL:NASSAU:STO96263"
"LS-000103","AMELIA CONCOURSE","95352","WWL:NASSAU:AME95352"
"LS-000974","GRAND OAKS LN","96037","WWL:NASSAU:GRA96037"
"LS-000457","BRADY POINT RD","95135","WWL:NASSAU:BRA95135"
"LS-001008","NORTH HAMPTON CLUB WAY","861323","WWL:NASSAU:HAM861323"
"LS-001443","MENTORIA RD","75999","WWL:NASSAU:MEN41"
"LS-001566","NICHOLAS CUTINHA RD","76210","WWL:NASSAU:NIC76210"
"LS-002139","STATE RD 200","464018","WWL:NASSAU:STA464004"
"LS-002143","SR 9 (I-95 WEIGH STATION SB)","5367","WWL:NASSAU:STA5367"
"LS-002144","SR 9 (I-95 WEIGH STATION NB)","5400","WWL:NASSAU:STA5400"
"LS-001796","PORT JACKSONVILLE PKWY","3774","WWL:NORTH:POR3774"
"LS-001795","PORT JACKSONVILLE PKWY","3034","WWL:NORTH:POR3034"
"LS-002225","SUMMERLIN LN","3751","WWL:EAST:SUM3751"
"LS-002812","HAWKCREST DR E","2369","WWL:STJOHNS:HAW2369"
"LS-001110","HOWARD RD","1560","WWL:NORTH:HOW1560"
"LS-001186","KERNAN BLVD S","4800","WWL:EAST:KER4800"
"LS-001407","MARISCO WAY","225","WWL:WEST:MAR225"
"LS-001512","MYRTLE AVE N","55","WWL:NORTH:MYR55"
"LS-000398","BLACK WALNUT CT","12255","WWL:NORTH:BLA12255"
"LS-001600","NORTH DURBIN PKWY","115","WWL:STJOHNS:DUR115"
"LS-001474","MISTY VIEW DR","6781","WWL:WEST:MIS6781"
"LS-001446","MERCHANTS GATE DR","8120","WWL:WEST:MER8120"
"LS-000367","BEDSTONE DR","178","WWL:STJOHNS:BED178"
"LS-002119","SPRING BOARD DR","11651","WWL:NORTH:SPR11651"
"LS-002239","SUNCHASE DR","12510","WWL:EAST:SUN12510"
"LS-001615","OAKLEAF PLANTATION PKWY","573","WWL:WEST:OAK573"
"LS-002286","TOLLERTON AVE","136","WWL:STJOHNS:TOL136"
"LS-000604","COLLINS RD","5604","WWL:WEST:COL5604"
"LS-001923","ROUND TABLE RD","5867","WWL:WEST:ROU5867"
"LS-000531","CATANIA PL","3750","WWL:EAST:CAT3750"
"LS-001893","RIVERSTONE WAY","11291","WWL:NORTH:RIV11291"
"LS-000219","AVENT DR","4739","WWL:WEST:AVE4739"
"LS-001138","ISLAND POINT DR","933","WWL:NORTH:ISL933"
"LS-000224","BAINEBRIDGE DR","15807","WWL:NORTH:BAI15807"
"LS-000225","BAINEBRIDGE DR","15854","WWL:NORTH:BAI15854"
"LS-000470","BROAD ST","1261","WWL:NORTH:BRO1261"
"LS-000110","ARBOR BREEZE LN","8825","WWL:WEST:ARB8825"
"LS-001372","LOUIS CLARK CT","6331","WWL:WEST:LOU6331"
"LS-000231","BARNSTORMER RD","2158","WWL:NORTH:BAR2158"
"LS-000579","CITY SQUARE DR","13115","WWL:NORTH:CIT13115"
"LS-002076","SMITH POINT DR","2057","WWL:NORTH:SMI2057"
"LS-002474","YELLOW BLUFF RD","12611","WWL:NORTH:YEL12611"
"LS-003143","PALM LAKE DR","11740","WWL:NORTH:PAL11740"
"LS-001936","SAGE WILLOW WAY","6132","WWL:WEST:SAG6132"
"LS-002983","A C SKINNER PKWY","8224","WWL:SOUTH:ACS8224"
"LS-003194","VILLA LN","87009","WWL:NASSAU:VIL87009"
"LS-000878","FIRETOWER RD","8570","WWL:WEST:FIR8570"
"LS-002437","WILLIAM MILLS ST","5160","WWL:NORTH:WIL5160"
"LS-001370","LOTHMORE RD","11038","WWL:WEST:LOT11038"
"LS-000002","1ST ST W","2580","WWL:NORTH:1ST2580"
"LS-000007","45TH ST W","1646","WWL:NORTH:45T1646"
"LS-002896","COASTAL HWY","4451","WWL:STJOHNS:A1A4451"
"LS-000113","ARBOR LN","1092","WWL:EAST:ARB1092"
"LS-000241","BARTRAM VILLAGE DR","6046","WWL:STJOHNS:BAR6046"
"LS-000245","BAY ST E","4","WWL:NORTH:BAY4"
"LS-000357","BEAVER ST W","15701","WWL:WEST:BEA15701"
"LS-000340","BEACH BLVD","9815","WWL:EAST:BEA9815"
"LS-000386","BILODEAU CT","1850","WWL:WEST:BIL1850"
"LS-000468","BRIGHTON PARK LN","5210","WWL:WEST:BRI5210"
"LS-000504","CAMDEN RD","11775","WWL:NORTH:CAM11775"
"LS-000530","CATHERINE ST","451","WWL:NORTH:CAT451"
"LS-000547","CHAFFEE POINT BLVD","549","WWL:WEST:CHA549"
"LS-000592","CLOVELLY LN W","2399","WWL:STJOHNS:CLO2399"
"LS-001664","COMMISSIONERS DR","5303","WWL:EAST:COM5303"
"LS-000639","COUNTY RD 210","2740","WWL:STJOHNS:COU2740"
"LS-000731","DIXIE CLIPPER RD","2101","WWL:NORTH:DIX2101"
"LS-000778","EAGLE POINT DR","954","WWL:STJOHNS:EAG954"
"LS-000789","EDENFIELD RD","5681","WWL:EAST:EDE5681"
"LS-000853","EXLINE RD","7260","WWL:WEST:EXL7260"
"LS-000921","FT CAROLINE RD","8301","WWL:EAST:FTC8301"
"LS-000940","GATELY RIDGE CT","12333","WWL:EAST:GAT12333"
"LS-000937","GATE PKWY W","8290","WWL:SOUTH:GAT8290"
"LS-000943","GAZEBO PARK PL N","6111","WWL:SOUTH:GAZ6111"
"LS-000979","GRAYFIELD DR","6500","WWL:WEST:GRA6500"
"LS-000996","GROSVNER SQ DR","1332","WWL:EAST:GRO1332"
"LS-001034","HAWKEYE CIR","8895","WWL:WEST:HAW8895"
"LS-001085","HILLSTEAD LN","3907","WWL:SOUTH:HIL3907"
"LS-001111","HUCKINS CT","2336","WWL:EAST:HUC2336"
"LS-001121","I-95 REST AREA SOUTHBOUND",NA,"WWL:STJOHNS:RESI95S"
"LS-001144","JAMMES RD","1956","WWL:WEST:JAM1956"
"LS-001162","JOHNS CREEK PKWY","391","WWL:STJOHNS:JOH391"
"LS-001161","JOHNS CREEK PKWY","231","WWL:STJOHNS:JOH231"
"LS-001200","KLINE RD","3221","WWL:EAST:KLI3221"
"LS-001266","LANSDOWNE DR","1700","WWL:EAST:LAN1700"
"LS-001261","LANE AVE S","1973","WWL:WEST:LAN1973"
"LS-001330","SAMPSON WAY","470","WWL:STJOHNS:SAM470"
"LS-001351","LONDON LAKE DR W","12080","WWL:SOUTH:LON12080"
"LS-002894","MAJESTIC WALK BLVD","85057","WWL:NASSAU:MAJ85057"
"LS-001399","MANOTAK AVE","1466","WWL:WEST:MAN1466"
"LS-001392","MANDARIN RD","14842","WWL:SOUTH:MAN14842"
"LS-001414","MARSH VIEW HAVEN DR","194","WWL:STJOHNS:MAR194"
"LS-001436","MEADOW VISTA DR","7901","WWL:SOUTH:MEA7901"
"LS-001439","MEEK DR","3801","WWL:EAST:MEE3801"
"LS-001456","METRO PARK","1200","WWL:NORTH:MET1"
"LS-001480","MONTEBELLO WAY","3780","WWL:EAST:MON3780"
"LS-001476","MONCRIEF RD","4861","WWL:NORTH:MON4861"
"LS-001504","MOSS HOLLOW DR","15598","WWL:NORTH:MOS15598"
"LS-001517","NATALIE DR","10965","WWL:NORTH:NAT10965"
"LS-001561","HECKSCHER DR","4377","WWL:NORTH:NOR1"
"LS-001562","HECKSCHER DR","4377","WWL:NORTH:NOR2"
"LS-001563","HECKSCHER DR","4377","WWL:NORTH:NOR3"
"LS-001564","HECKSCHER DR","4377","WWL:NORTH:NOR4"
"LS-001619","OCEAN GRANDE DR","103","WWL:STJOHNS:OCE103"
"LS-001624","OLD COLONY DR","5447","WWL:WEST:OLD5447"
"LS-001629","OLD KINGS RD S","8833","WWL:SOUTH:OLD8833"
"LS-001775","PLANTATION OAKS BLVD","4191","WWL:WEST:PLA4191"
"LS-001773","PLANTATION BAY DR","7616","WWL:WEST:PLA7616"
"LS-001790","PONTE VEDRA BLVD","201","NONE"
"LS-001792","PONTE VEDRA BLVD","280-A","WWL:STJOHNS:PON280A"
"LS-001804","POWERS AVE","6513","WWL:SOUTH:POW6513"
"LS-001807","PRESIDENTS CT","1201","WWL:WEST:PRE12101"
"LS-001840","RAMPART RD","7265","WWL:WEST:RAM7265"
"LS-001850","REDSTONE DR","4941","WWL:WEST:RED4941"
"LS-001860","RHODE ISLAND DR E","6831","WWL:NORTH:RHO6831"
"LS-002013","SANDY CREEK PKWY","130","WWL:STJOHNS:SAN130"
"LS-002011","SANDLERS PRESERVE DR","6500","WWL:WEST:SAN6500"
"LS-002063","SIERRA GARDENS DR","8059","WWL:WEST:SIE8059"
"LS-002085","SOUTH HAMPTON CLUB WAY","375","WWL:STJOHNS:SOU375"
"LS-002087","SOUTH SEA LNKE LN","501","WWL:STJOHNS:SOU501"
"LS-002105","SOUTHSIDE BLVD","7587","WWL:SOUTH:SOU7587"
"LS-002129","SPRING PARK RD","3924","WWL:EAST:SPR3924"
"LS-002180","ST JOHNS GOLF DR","311","WWL:STJOHNS:STJ311"
"LS-002178","ST JOHNS FOREST BLVD","392","WWL:STJOHNS:STJ392"
